;text;ciberbullying
1196;Im in _______ bitch!!! (your city lol);1
1197;Remember that gurl u fight last year?;1
1198;Do you know who Peter Prevc is?;0
1199;"What the hail was I thinking trying to compete against a lady on asking questions? I already knew I wasn&apos;t going to win!!";0
1200;If you could become any fictional character  who would you be?;0
1201;DUDE  ARE YOU SERIOUS YOUR SO STUPIDDDD >.> STFU!:) and btw  if your tired of people talking shit on your form spring  delete this accountt >.> and be yourself  are you that bad?;1
1202;If looks could give you aids would you make everybody blind?;1
1203;Did you watch the Winter Olympics opening ceremony?;0
1204;http://www.ihateyounatalie.com/?id=2144858;1
1205;"your LAME ass . oviously iloveyouhh moree. (;";1
1206;You make my heart melt. How does that feel?;0
1207;I AM 100% POSITIVE IT WAS BETTER THAN EDC;0
1208;What do you think of Adrianne Torres :];0
1209;fU(K m3 !N dH@ A$$H0l3;1
1210;your ugly as fuuuuck ( : betty is 10000% prettier than youuu  so stopp being a bitchhh.;1
1211;what wud do if ur EX crashed ur wedding?;0
1212;Grosss! Your face is nasty;1
1213;do you know who boo boo kitty fuk is?;0
1214;BITCH STFU AT LEAST I RECOGNIZE MYSELF NOT LYK U;1
1215;"pssshhh. yeah right ! i love you more than strippers like to have sex. xD (; <3";0
1216;how old r u?? ur soooo cute and cool........NAWTTTTTTTT your a ugly little slut i bett ur gonna have a baby by the time u turn 13 you think its all cute to be on every guy its not everyone just thinks ur annoying!!!!!!! act ur age;1
1217;Is there a time limit on fortune cookie predictions?;0
1218;What was the worst concert you went to?;1
1219;my tummy is telling me its hungry.... what should i eat? [i know it sounds like im always hungry  but i do rarely eat] :D;1
1220;You and frances gross me out  nastiest couple ive ever freakin seen. Your way out of her league like no joke.;1
1221;"i never said that i&#039;m 16 or that i&#039;m sexy. dumbasssssss";1
1222;is samara a 7th grader to . but going to 8th . or is she a soon to be 9th grader now ?;0
1223;"what if i told you i was a spy? ;-)";1
1224;She is whatever the Hell she wants to be  and not one bit of that is anyone named Cheyenne!;0
1225;Have you ever fell in love with a straight girl? Cause I have and is such a sodding torture LoL;0
1226;"do you look down upon people that don&#039;t go to college?";0
1227;Whats the nicest thing youve done for a female??;1
1228;"What&#039;s a word that rhymes with &quot;DOOR?&quot;";0
1229;Did you know that the ancient Greeks washed with olive oil instead of soap.. haha  I almost have the feeling they found acne attractive.. oily skin haha =P;0
1230;are you seriously 44 years old and whats an outlaw;0
1231;something... something...something... random question of amazingness !? :D;0
1232;What do you think of America?r Just a thought.;0
1233;"Sorry that I can&#039;t show you a pic of me yet lol :";0
1234;your so gay haha;1
1235;your a fake. your a fake for calling the REAL hailey fake on her formspring. what a lame bitch :);1
1236;"you like &quot;the cool kids - gettin it&quot;";0
1237;what was the last movie you watched?;0
1238;go 2 hell;1
1239;Would you rather be a giant or a tiny human being? Why?;1
1240;Someday I'm gonna marry a Giant  with a tiny wiener!;0
1241;Most of you said the oil spill. why do you think they are talking about it so much? Is it cause they are not doing much about it?;0
1242;Darling you are the only exception <3;0
1243;I also think that schools should have a mandatory parenting class. Your thoughts?;0
1244;If Carl satch asked you out  would you: a:) say yes for real b:) say yes as a joke c:) say no  d:) punch him in the face or . . .  e:) run away.;0
1245;you guys SHES NOT FAKE! got it? good. when she still went to my school she was out there with the fact shes a hoe. im glad shes staying in texas they can have her;1
1246;"I&#039;m only 2 months younger than you.";1
1247;"Hi you smelly rotten poo. You smell like pigs vomit! Did you just go to the toilet? I wondered what that smell was  you missed the toilet and it fell on your ugly clothes  are you poor? You stink like hamster poo. I&#039;d love to ram a metal pole up your ass.";1
1248;"I love you No Homo :). See you in like a week :). Until then miss me like you&apos;ll never see me again :D. And please stay outta &apos;trouble&apos; - you know the kind oc trouble I mean :p. Ciao my No Homo Lover :).";0
1249;Do you like sex?;1
1250;how does it feel to have a hoe for a sister ?;1
1251;You are a good comparison to a camel!;0
1252;Where do you see yourself in 5 years?;0
1253;Do you ever take medication to help you fall asleep faster?;0
1254;will you blow me now?;1
1255;"Is it wrong I am getting my daughter to paint Xen&#039;s nails while he is asleep?";0
1256;"You&#039;re a bushwhacking  alchy piece of shit scrub.";1
1257;"Lindseys one of the coolest chicks at poly so stop hating.  Shes more mature than you&#039;ll ever be. I&#039;ve seen her fight  i dare you to fight her.";1
1258;Did you know that I know someone that  loves you?;0
1259;you can suck the dick bitch dont try me little girl  dany;1
1260;NIGGERS NIGGERS NIGGERS BALLS BALLS TITTIES DICK SUCKING FAGGOT SHIT NIGGER ASSFUCK TITTIES FUCK NIGGERS;1
1261;Yea FS is fucking retarded >:(;1
1262;You remind me of dick;1
1263;DEFINE YOUR SEXUALITY?;1
1264;"No I&#039;m being serious  in 1991 it went to court because there was a huge stress about tax and McVitee&#039;s had to prove it was a cake in order to be eligible for not paying VAT on Jaffa CAKES. http://en.wikipedia.org/wiki/Jaffa_Cakes";0
1265;She isn't bulmic! I made her really upset! If you want to talk shit to her  PLEASE shit talk me  instead of Tabi. So please leave her alone D:<;1
1266;I saw yuh rote on alix formspring. Well bae yuh hawt. Will yuh wam fo me;0
1267;hey do you have a hairy ass i would love to put my tounge deep in you;1
1268;wHy yUhH w0N+ fU(K m3 !N d@ @$$ h0l3 ??? dH@+ $h!+ b3 f33l!n t!qH+ 0N y0 d!(K ! h3@Rd;0
1269;bxtchh who yew twakinqq tew;1
1270;do people in australia call the rest of the world up over?;0
1271;Do you own a gun? Or would you ever? Why?;0
1272;are you a virgin???;1
1273;Are you listening to any music right now?  If so  what is it?;0
1274;If we believed that life wanted more than anything else to simply serve our hearts dersires   asking on a daily basis -how do you want to be loved today - how would you reply?;0
1275;Why are you dissing on Texas so much what did it ever do to you why do u hate it so much??;1
1276;";)haterssssss";1
1277;"do you think you&#039;re some kind of cutie";1
1278;"What is something in life  you&#039;ll never understand?";0
1279;woooot woooot<3 i fucking laaav you bestfrienddd.;0
1280;"yes ;] but is it true?? lol";0
1281;DUUUU YUUUUU SHAVE Y0 D!(K;1
1282;Would you live in a different country? If yes  which one and why?;0
1283;! w@nN@ l!qqhH+ y0 d!(K 0N f!r3 N d3nN sM0k3 !t w!+ m@ v@q!n@;0
1284;List 5 people you know. Then describe each of them in 5 words.;0
1285;What song makes you feel like dancing whenever you hear it?;0
1286;Where you do want to grow old?;0
1287;when was the last time of u masturbation? :P;0
1288;Sleepin around is for whores. LOL;1
1289;haha aloha!well im starting from the beginning so ill let you know when i get farther.umm the first season was really good tho and quite funny but the second season is a bit more dramatic.think i liked the first season more..how was your day? :-D;0
1290;how big r ur boobs;1
1291;jack needs to grow a few!;1
1292;what size is your tv? i think mines like  a well..i dont know  i know its biger then a 72 inch. haha;0
1293;dude soccer is awesome what school do u go to;0
1294;I am off for the night. I have to try to get some sleep. Leave me things? Thank you! <3;0
1295;"oh well aren&apos;t you just the shiiit for hanging out with older people? get friends your own age  you dumb bitch.";1
1296;"not telling. you will have to just find out on your own. it probably won&#039;t be too hard though.";1
1297;Stop stealing my man ):;1
1298;How many birds live in my tree?;0
1299;no im belle her friend and shes curious but doesnt want ask you;0
1300;Kikk her ass?? VVV haha wtf try her bitch i dare yuh!!!! ily alexis;1
1301;Who was the last person to piss you off?;0
1302;"When the death penalty is given  why do they sterilize needles for the lethal injection? Should they really worry about the injection infecting the person... b/c thats just stupid... and sad :&#039;-(";0
1303;"Youu need to answer your questions you gay ;)";1
1304;Damn Baby - you are HOT!  What a pretty face and a great set!;1
1305;"OH THANK YOU PPL - YES I ALWAYS DID THINK MY COUSIN WAS A WHORE.. NO OFFENSE TO HER.. but thank you for clarifying that. she is easier than a game of XandO&apos;s... and yes 479 - as of lastnight is the number.";1
1306;lady-bugs are officially taking over my house.. i keep on seeing them... EVERYWHERE!! haah but they are supposedly a sign of good luck.. so yay!;0
1307;it is your last day in los angeles  what would you wanna do?;0
1308;So would you rather fuck/suck/touch my dick? if its all of the above lets go out;1
1309;"Hahahah  okayy! good! 'cause likeee; &quot;he's in looove with audrey!&quot; hahah  jus'sayin'.(: Buttt  yeah yeah yeah; allll because of youu. :)";0
1310;would u ever give me a blowjob and would u ever drink my sperm becuase i really want you too i wanna have sex with you so much its not even funny how hard i get over u;1
1311;"Ahhha I know gosh it sucks lol I hate it smh but gosh your just a few inches taller then me damn that&apos;s so not fair I wish I was taller lol";0
1312;"Why would you hurt him like that? That&#039;s uncool.";1
1313;do you like having sex w/ the lights on or off?;1
1314;Everyone Look  This Girl Was Using Missy Lockes Pictures And I Told Her She Was Fake  Then She Was Like Im Not Fake  Then She Took Bettys Pictures. SHES DUMB! http://www.formspring.me/LMT23;1
1315;"Who was the best teacher you&apos;ve ever had?";0
1316;Im gONnA sTaLk U So HaRd!!!!!!!TiLL It HuRtS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!r;0
1317;why are you soo fat :L;1
1318;Did you believe in the tooth fairy?;0
1319;Imagine. It is a dark night  you are alone  it is raining outside  you hear someone walking around outside your window. What do you do?;0
1320;i LOVE you maurice. and dont tell me i dont. x] <33;0
1321;ever had anyone break ur window? i have... :(   it was becuz the guy was trying to get my attention.. and i had a hard time making him pay for the new window...   :(;0
1322;r u gay;1
1323;Hello tabi which school is your favorite your old one or new one??;0
1324;DID YOU JUST FUCKING SAY MY NAME;1
1325;On a scale of 1-5 how organized are you?;0
1326;fagg;1
1327;fuckk wee havee to muchh hatersss.!!<33 butt i lahh yhuu lexiii(: myy awesomestt step sisterr<3;0
1328;"Is it cool to be dumb these days? If so I don&#039;t like the trend.";1
1329;"Ok! Since I got 17/20 on the HSC exam under Aussie history and civil sumin&apos; sumin&apos; . Yours should be no prob";0
1330;"don&apos;t call yourself shady. that&apos;s my nickname BITCH;DxP";1
1331;have you/your gf ever had a pregnancy scare? what was the first thing that came to your mind?;1
1332;kaydoll is bettaa than rhubinathy cuss she will suck my dick and the othe fat hoe wont and i luv it my sluts;1
1333;lol r u a lesbian?real talk.be honest.everyone says it lmaoooo.its ok if u r thats hot;1
1334;heeyyyyyyy my honey will u b my sexy betchhh valentine??;1
1335;GIRLS - Do|Have you cheered? GUYS - Do|Have you played football? :];0
1336;really you actually think he would waste his time talking to you his 16 and a sophomore now why would he want to be friends with a 13 year old girl going to 8th grade especially since your one ugly hoe. So next time be careful in what you write;1
1337;And still today you ain do shit....SAD v stfu Rachel yo ass look like a damn piqq...lala your a dissappointment...yo sister  gonna get playd by that dudes nabrente...just saying =));1
1338;Did you know that you remind me of an old man?;1
1339;Would you follow the white rabbit down the hole?;0
1340;If you could fix one thing about your life what would it be?;0
1341;Best day of last year? and why?;0
1342;hop off porch monkey  she mine<333 member this babe it tony your fatherfucker;1
1343;"you all seriously need to stop talking to much crap about laura.r she may flirt alot  but not if that guy has a girlfriend.r and she&apos;s only talking to one guy  not many.r so you people need to stfu and hop offffff.";1
1344;"Excuse me  but whoever the fuck that is under me can shut their fucking mouth  you don&apos;t tell someone to go kill themselves motherfucker you go kill your self  seeing as you have nothing better to do then lurk her formspring.";1
1345;y do u lyk a new girl every week..what happened 2 Dina???;0
1346;im thinking of a good question hold on a second.;0
1347;Have you ever spent an entire day in bed without being sick?;0
1348;Did you ever go to a summer camp?;0
1349;ever see the movie super size me?;0
1350;no..yoru pik is the best...;1
1351;your welcome  but its gunna suck cuz he lives far as hell and you are going into 9th grade.. :/;0
1352;"heyy :) if i say &#039;rabbit&#039; u say... ?? :P xx";0
1353;Sometimes you have to put your hopes in a safe place and come back to them another day. Do you have your hopes on a safe place  or does everyone walk over them  what do you hope for? or do you just dont have hopes at all?;0
1354;"I just yawned and cryed!! I&#039;m borreeeddd. &#039;The way you make me feel  it really turns me on&#039;";0
1355;Does Austin have a big or small dick;1
1356;herpes;1
1357;Hahahahahhahaaha;1
1358;WHORE!;1
1359;If a BF/GF/crush really liked an outfit on you that you found to be unappealing and possibly even downright ugly  would you wear it for them anyway? Why or why not?;0
1360;Would you consider yourself to be spoiled?;0
1361;"dingo&apos;s breakfast";1
1362;has anyone ever given u a gift and u didnt say thank you? do u regret it? what was the gift? why didnt u say thanx?;0
1363;Ur short :) bt ur a cutey;1
1364;see i told u tht u r a playa. stop playing girls u cunt..;1
1365;After how many kids would you get your tubes tied/// guys:  A vasectomy? (random);1
1366;tell me this bra why is you so awsomeeeeeee?? you is the best love youu;0
1367;"aha so i was just lerking your formspring and people are pathetic &quot;oh i dont have an account so i cant write who this is&quot; ahah b.s. you are capable of writing your name. Anyways dont listen to these jealous people aha love and miss youu<3";0
1368;Are you shy around the opposite sex?;1
1369;What is the coolest thing YOU think you own and would you like to share with me?;0
1370;Yeh you she was like drama not healthy and then you said somethn I was thr;1
1371;If drugs had no bad effect on your health...would you do them?;0
1372;"Is it ok if I&apos;ve jizzed to pics of you before?";1
1373;are you gay?;1
1374;"This is just a quick reminder. If you do NOT want my spam you can always block me  or send a quick message to my inbox and I&#039;ll quickly remove you from my spam list :) After the current batch of spam you won&#039;t recieve anymore.";0
1375;dude you are such a fucken fagget ahahaha;1
1376;whether intentional or not...do u hurt people;0
1377;i have to hurry up and finish so i can continue wanking. >.<;1
1378;u so ugliii ew hoe ghet a lyfe ;1
1379;what do you usually eat? pizza not included haha;0
1380;Hey im ashlee im tired of everyone commenting on my damn formspring talking shit;1
1381;"I just got that error message .. Friggin lets hope that my &apos;cheating&apos; works .. Question  do you have any idea what I&apos;m talking about when I say my &apos;cheating ways&apos; ?? .. *clicks on send* ..";0
1382;"I say &#039;Sex&#039;  you say? ;-)";1
1383;Answer your questions biatchh!! :L;1
1384;you call gmac moo?;1
1385;haha ewie your ugly nasty ass bitch!;1
1386;"Babies wake up almost every two hours or so  then why say  &quot;sleep like a baby&quot;?";0
1387;"i say &#039;garibaldi&#039;  you say? ;-)";1
1388;If you could make one person fall in love with you who would it be?;0
1389;"Do the minutes on the movie boxes include the previews  credits  and special features  or just the movie itself?... you are going into film... after all ;-)";0
1390;Does anyone know this buisness with the pope ? Apparently he was begging for forgiveness lol.. what did he do ?;1
1391;Your ugly x)!;1
1392;"Why do cat&#039;s always land on their feet? (this is a SERIOUS question)";0
1393;[sorry if its a double post D: ]  I was told by a classmate yesterday that I wont succeed because I only attend night school. Apparently  my CNA certifaction is bullshit. xD Your thoughts? (Long answers please);1
1394;Did you still want the same job you did when you were a kid?;0
1395;how many times have you been fucked?;1
1396;Do you finger your tight ass?;1
1397;i needed something new after facebook. thats why i like this site :). are you gonna spam me girl?;0
1398;can i eat our baby?;1
1399;drip y@ cUm oN mi lYkK h0+ w@X;0
1400;If you could be best friends with any hollywood starlet  who would it be and why?;1
1401;do you eat ass keep it a buck;1
1402;who do you think is the prettiest junior?;1
1403;Lauraa you are too prettty  I love youu<33;0
1404;Lmao laura your pathetic  you mean moises hung out with your sister  and her friends not you cause why would moises want to hangout with a little incoming 8th grader. So stick to your 8th grade friends sweetie. OKay thanks bye (:;1
1405;IM A HERO! will you be my heroine?;0
1406;"If the people at the psychic hotlines were really psychic  wouldn&#039;t they call you first?";0
1407;f u;1
1408;ha  yeah  cleveland rocks! where was your first kiss?;0
1409;What was your favorite toy to play with as a child?;1
1410;Your to young what love is bitch so do you use it!!! Dumb whore put your boobs away!!!;1
1411;Do you believe in Karma and Destiny?;0
1412;Wanna Fuck?;1
1413;"Am not! Youz a hoe &amp; a baybay.";1
1414;i am being for realr This is Tatum.;1
1415;were you honest when you said  i could never leave your bed?;1
1416;why do you have so many friggin formsprings? geez;0
1417;Your picture looks shopped...;1
1418;809 9501 <----Alexis's Phone Number   Ima post It On Myspace!;1
1419;If the universe is everything  and scientists say that the universe is expanding  what do you think it is expanding into?;0
1420;Do you give out second chances too easily?;0
1421;fu;1
1422;hey girl:)r its been awhile!r i miss you though!!;0
1423;No honestly your really immature :);1
1424;"How do you react to having symtoms you&#039;ve never experienced before? I usually shrug it off.. I don&#039;t like to acknowlege the fact that I&#039;m sick >.<";0
1425;whats the oldest person u know? age?;0
1426;likee dick ?;1
1427;If i have a jar of jelly beans and i eat 3 how many do i have left?r;0
1428;Do you take work home with you?;0
1429;your questions seem to be getting more and more perverted. seriously - secondhand embarassment much D: hehe;1
1430;May I have your phone number? **runs from  MistaFlintst0ne**;0
1431;would your rather cheat or be cheated on?;1
1432;"Have you ever went to someones page &amp; seen them asking theirselves questions  But when you ask them about it  they deny it? I&#039;ve seen it -_-";1
1433;If you could have an endless supply of any food  what would you get?;0
1434;If you know that down the road there was a business that dismembered baby boys and girls each week would you do something to stop it from continuing? And would you be a bad person if you didn't try to stop it?;0
1435;(: Stop hating on my page  kthx.;1
1436;Do you like ketchup but hate tomatoes?;0
1437;shit talkin bitch;1
1438;lalalalaaaa this is not a question! :O;1
1439;your makeup always looks sooooo good  what foundation/powder/concealer  and eyeliner do you use?(:;0
1440;why haven't i had any dinner yet?;0
1441;how many times  is TOO many times to be married?;0
1442;when do your boobies make a public appearance?;1
1443;Why do people kill themselves if a certain person does not love them?;0
1444;WELL FOLKS THATS ALL FOR TONIGHT I HOPE YOU ENJOYED;0
1445;VVV so you have nutts? i knew it. hahaha;1
1446;I want ________ to be my sister.;0
1447;Hmmmmm .. Does Australia use the word Motorway  or Highway for their roads ?? ..;0
1448;What would be harder for you  to tell someone you love them or that you do not love them back?;0
1449;your fucking ugly.;1
1450;"Why do they have &#039;101 dalmatians&#039; coloring books if dalmatians are black and white? I just found out I own a &#039;101 dalmatians&#039; coloring book too!";0
1451;is this a one or a EL? l;0
1452;"Ice cream Or Smoothies ( yumm ;D )";0
1453;hahah man gigglez?! i think it was kinda girly;1
1454;"r Do you randomly start giggling and can&#039;t quit?";0
1455;Why did you make a FS account?;0
1456;"Did you know that the best paid CEO of the decade earns 1.84 billion like omg wouldn&apos;t you want to earn that much?I Sure Would Lol:)";0
1457;ok i got news .... my bff might split up with her strange bf - and she wants to move in n work for me - is this a good idea? or no? advice pls;0
1458;In the beginning of time how do you think we learned how to communicate?;0
1459;"Your so pretty I just wish you&#039;d gain some self confidence";1
1460;if you had to eat one food for the rest of your life ......what would it be ? :) x;0
1461;that wasnt me that answered that question so delete it lol that was amber;0
1462;"have i ever said you&#039;re sexy??? oh  i have??? good...";0
1463;Did you know that gabe used to be able to ask alot questions?LOL;0
1464;"There was this girl who I was kind of &apos;friends&apos; with  who didn&apos;t like Emily so was spreading some rumours about her .. Said she was really a man lmbo .. Anyway  Emily heard that it was this girl  and barged into our class one day .. CONTINUE ..";1
1465;LOL ur a Pedophile ! ! ur as old as my Step Dad;1
1466;vvv lmfao VIRGIN. not virginian xD;1
1467;"WHO&#039;S BETTER LOOKS &amp;&amp; SINGING WISE: BEYONCE OR TAYLOR SWIFT ?";0
1468;Seee im makin u famous dese girls crazi dawg;1
1469;haha i love being hugged from behind!!! i melt too.. :-p nobody does it tho.. so.. i must live without it :-(;0
1470;what ways are you opposite from your parents?;0
1471;"Well if you don&apos;t want people to be judging or asking  then why set it as your backround picture??";1
1472;n!qq@ l3@v3 @l!X @l0n3 H3 m!N3 n!qq@hH;1
1473;is it better that your bf/gf care too much or not at all?;1
1474;ASSHOLE;1
1475;Why do they call him Donkey Kong if he is not a donkey?;1
1476;"lmao.. &quot;yurr reall funny skinny ass bitchh&quot;.. hm.. that isn&#039;t really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrr";1
1477;if i told you would u let me;0
1478;Do you have any concerns at this moment?;0
1479;i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol;1
1480;Which is worse  losing a close friend or a boyfriend/girlfriend?;0
1481;Lmao You So Dumb! One Tv SHOW and You Said a Whole TV CHANNEL... Lol. Anywho  How Are YOU Mr. Ching? :-);1
1482;"I start a fire at my friends place. But I didn&apos;t smoke. Lol";0
1483;how would you rate your sex skills on a scale of 1-10?;1
1484;Your the one talkin shit back.. fuckstick? i mean seriously how 5th grade can you get?;1
1485;Whuts the deal with Chicken McNuggets? What part of the chicken are these things from?;0
1486;..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3;1
1487;"what&#039;s the worst thing that a friend did to you?";1
1488;i love how u toold maddi to delete this monster  when u havnt even deleted your monster. yaa  biiittch.;1
1489;oh god not you again.;1
1490;im better tthan youu :);1
1491;u know u care that betty is way better looking than u;1
1492;"If Superglue is so good why doesn&#039;t it stick to the inside of the tube?";0
1493;"i&#039;m a &#039;madam&#039; now ? :) awww don&#039;t want to go to work now :( lol xxx";0
1494;Would you rather be really hot or really cold?;0
1495;You are such a faggot for going to EDC god damn it. Almost as much of a bitch as Thad  but no where near Zach at least.;1
1496;"&quot;old enough&quot; doesnt answer my question...lol  how old are u?";1
1497;do u like sex;1
1498;where do you live?;1
1499;What will make you nervous faster than anything?;0
1500;i think they are mission figsr or adriadic?;0
1501;"I like you  but I&#039;m Andreas date";1
1502;r u a drty slut?;1
1503;y0 lip bitin pic uqlie azz fuck!! n ya dick small alix told me!! nigga yew juzz ugly!!;1
1504;y do u have a big nose seriously no girl have a big nose ?;1
1505;When is the last time you had a full body massage?;1
1506;Have you ever eaten an entire pint  or more  ice cream by yourself?;0
1507;"hehe yup  it&#039;s awesome  but the pronunciation is incredibly haaard :D";0
1508;YEAH TOP TEN FRIENDS YOU HEARD MEEEE;0
1509;I want your cock in my mouth.;1
1510;"iightt   if he breaks yur heart ; i break his dickk (:";1
1511;how old are u ? And how do you know michael?;1
1512;do you like pussy?;1
1513;Here's an idea  how about stop trying o get hook up with Tabitha and actually find someone who can suck you 3inches dick  hahaha doubt that will ever happen. No girl likes a pevert and a douche(:;1
1514;im the 200th question bitchs! xDD;1
1515;Ever had a 3way?;1
1516;sure  i jus got my account back from being hacked and it has a chinks credit card on it now;1
1517;what are the current noises you hear? right now i hear an INSANLY annoying buzzing  coming from someplace  my uncles fishtan k  and the air conditioner :D;0
1518;i like how everyone writes you just to insult you. seriously  all your questions are dissing you! HAHAH.;1
1519;When ppl laugh at or with you  what are you usually doing to make them laugh?;0
1520;twig in the eye  ill remember that one.;0
1521;on a scale of 1-10  how would you rate yourself?;0
1522;ohh look the girl who fakes herself....;1
1523;Do you prefer blondes or brunettes and why?;0
1524;From what you can gather from own experience  do you respect or fear the law? why?;0
1525;Why You Answer Everythinq W/ A Question?;0
1526;ahh fair enough :( what time isit there now then ??;1
1527;"wow ur girl &quot;dani&quot; has a lot of guys on her top...but i'm sure u have nothing to worry about. (;";1
1528;yo know your pic does not match your identity.......;0
1529;how did u family react to u likeing girls ?;0
1530;"You&apos;re A Porch Monkey";1
1531;who do u love the most omg i new it =p;0
1532;have you ever hooked up with the same sex? how far did you go with them? would you do it again?;1
1533;"fuck me ? ;D";1
1534;Does having a crack in my @zz mean I need sawn up?;0
1535;If you could live one day of your life again what day would it be?;0
1536;"Sureeeeeeeee. I&#039;ll come now. =P  get ready. ahahha ;D   jk:P";1
1537;can u stop spinning the room! lol;0
1538;Is it okay if I hate your family but I love you?;0
1539;major part of getting into a good college.college(to get your associates-2years and your bachelors-another 2 years)is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate-school and get;0
1540;u can be a b**** sometimes and kinda stuck up and 4 some reason ppl like u...like some1 but im not gonna say theyre name(c***);1
1541;where did you go on your last vacation?;0
1542;massage my back and feed me grapes bitch;1
1543;colton wants his blowjob;1
1544;would you ever date a married guy?;0
1545;were you ever the people who i would get kicked out of the movie theater?? lol  i bet;1
1546;damn homie... u know me too well =P;1
1547;fuckin hate your ass.;1
1548;What would your perfect day look like?;0
1549;my sister is christian but was made to go to an tempele (where other religions pray) she was forced in by the school and was upset as she didnt want to  do u think this is right or wrong? and why?;0
1550;Havee u ever wantedd to start a bandd ?;1
1551;what would you rather do  every ocean in the world jell-o or have your own country? P.S. this is the greatest question ever (:;0
1552;I still wonder.;1
1553;you are stupid and ugly.;1
1554;What do you think of the movie Kill Bill?;0
1555;RRRRRRAAAAAAAAAAAAAAAAAAAPWEEEEEEEEEEEEE@!!!!!!@..!;1
1556;Tootsy is eww;1
1557;we have target too...did u know they area installing a grocery store inside them now?;0
1558;What is your height in ft/in  centimeters or whatever standard of measure you like :];0
1559;What five things will you always find on you?;0
1560;last one for the night cause I have some studying to do...LEAVE ME THINGS<3 Love you all! --- Today was a _________________ kind of day.;0
1561;Fakeeeeee????;1
1562;your wrong about my age but i will give you 50 minutes of hard sex me in your ass dont lie you know you want it;1
1563;Any chance if I have a shot with you? I LOVE girls drugs and sex!  So tell Justin boy to fuck off? Pryce;1
1564;"hi...I&apos;m from Melbourne. and I am chinese. Are you Chinese too? I like Chinese food. Do you like it? Want to go for a date? I will be at Chin Chin&apos;s Restaurant @ 7:30 waiting...";0
1565;EVER HAD SEX ON A BUS OR BAK OF A TAXi;0
1566;I wubbbbb you(:;1
1567;"i&#039;m sorry.r :cr r r r ihateyou.";1
1568;What is the difference between being an Atheist and being an Agnostic?;0
1569;dude it seems like everyone hates you. you should just delete all your socialing sites. (:;1
1570;exactly. ur not hard get the fuck over urself;1
1571;"Got anything to add??? &quot;Where am i in this &#039;Mad World&#039;??? im &#039;Down The Rabbit Hole&#039; in the &#039;Haus of Gaga&#039; on &#039;Planet Fierce&#039; caught in a &#039;Bad Romance&#039;. So let&#039;s &#039;Just Dance&#039; because &#039;A Change Is Gonna Come&#039;. Oh  don&#039;t even try to read my &#039;Poker Face&#039; :p&quot;";0
1572;"Girls just wanna be you Tabi since they're using your pictures. You're obviously hot (; SHE'S REAL DUMB FUCKS.";1
1573;hey baby how u been havent see u for a long time =];1
1574;what does a banana remind you of?;1
1575;Do you know what dog treats taste like?;1
1576;Are you a tease? I am haha :);0
1577;Areee you a boy   Are you gay   Are you a bieleber :l;1
1578;I WANT YU 2 DEEP THROAT MY DIK WILE I EAT UR PUSSY..AND I WANT THAT 69 WITH U DOING ALL UR TRICKS I WANNA FINGER THT PUSSY AND LEAVE U WIT HIKIES.8);0
1579;"hey you horny ;)";1
1580;i bet u rite half of these to urself and put them on facebook to get attention.;0
1581;Do you ever have those moments in school/at work where you are so sleepy you canu2019t keep your eyes open and as much as you try they keep fluttering closed? If so  how do you manage to keep yourself awake?;1
1582;Are you good at impersonating people? I personally suck but I love doing it. x);1
1583;why do butterflies die after a week? (you can make a creative answer =);0
1584;"Hey smexy wanna fuck?? How bout we do some 69 all night long? Sounds good k I&#039;ll be in your bed waiting sexy bitch! ;D";1
1585;"AY YO GIRL! who&#039;s your 8th favorite person in the world?";0
1586;i love when you type my name like that;0
1587;"describe... your best &#039;sexy&#039;/come to bed face? (haha this is not me being pervy.. well for the most part anyway :-p.. i&#039;ve been watching skins interviews..) ;-)";0
1588;yeahh so whatss yourr namee? i neverr got it??? (:;0
1589;I wanna get drunk....what should i buy?;0
1590;If you could give your life a motto  what would it be and why?;0
1591;"really? You don&apos;t want to know anything about me.";0
1592;How many pairs of underwear do you own?:;1
1593;will the windoes break when u turn it up past 5 on the stereo?;0
1594;ONLY english native people! How does Spanish sound to you?;0
1595;hey why dont you go kill yourself alot of ppl would be really happy :);1
1596;why are you soo dumb :L;1
1597;why would some one hate u?;1
1598;Ever jump off a ramp in a car? I have;1
1599;heeeeeeeeeeeyyyyyya grly..whacha doin...call me lataz. theres sum asians at da club tonite...wanna hook up;0
1600;Would you rather be a zombie or a mummy?;1
1601;Hey  stupid people! See everyone here who knows Tabi in real life? Yeah  if you're that retarded to still call her fake then you should not be operating a computer. Just saying.;1
1602;If you could be a bird  which bird would you choose to be and why?;0
1603;im doing well.. painting my nails.. green! :-) <3 haha are your nails painted right now? what color?;0
1604;How does tonys mouth taste like ?;1
1605;"When caught early  the embryo isn&#039;t much different than a guy blowing his load  &amp; killing all those sperm that could have been innocent babies. It&#039;s not a life  embryos are not human. Although many innocent lives are taken through war  it&#039;s sickening.";1
1606;bryans rlllllllly ugly lmao ewwwww;1
